Protein	Label	log2FC	SE	Tvalue	DF	pvalue	adj.pvalue	issue	MissingPercentage	ImputationPercentage	Entry	ambig	gene_names_ordered_locus	gene_names_primary	Gene names  (synonym )	Protein names	Function [CC]	Catalytic activity	Gene ontology (GO)	Gene ontology (molecular function)	Gene ontology (biological process)	Gene ontology (cellular component)	Subcellular location [CC]	Pathway	Cofactor	Subunit structure [CC]	EC number	Length	Activity regulation	Kinetics	Miscellaneous [CC]	Status	Protein existence	Proteomes	Sign
p_282	highco2_4	-0.32673766670715926	0.19867994861096488	-1.644542738165008	9	0.13447508202172265	0.29907921633608203	NA	0.10119047619047616	0.10119047619047619	P73283	no	sll1069	fabF	NA	3-oxoacyl-[acyl-carrier-protein] synthase 2 (EC 2.3.1.179) (3-oxoacyl-[acyl-carrier-protein] synthase II) (Beta-ketoacyl-ACP synthase II) (KAS II)	FUNCTION: Involved in the type II fatty acid elongation cycle. Catalyzes the elongation of a wide range of acyl-ACP by the addition of two carbons from malonyl-ACP to an acyl acceptor. Can efficiently catalyze the conversion of palmitoleoyl-ACP (cis-hexadec-9-enoyl-ACP) to cis-vaccenoyl-ACP (cis-octadec-11-enoyl-ACP), an essential step in the thermal regulation of fatty acid composition. {ECO:0000250|UniProtKB:P0AAI5}.	CATALYTIC ACTIVITY: Reaction=a fatty acyl-[ACP] + H(+) + malonyl-[ACP] = a 3-oxoacyl-[ACP] + CO2 + holo-[ACP]; Xref=Rhea:RHEA:22836, Rhea:RHEA-COMP:9623, Rhea:RHEA-COMP:9685, Rhea:RHEA-COMP:9916, Rhea:RHEA-COMP:14125, ChEBI:CHEBI:15378, ChEBI:CHEBI:16526, ChEBI:CHEBI:64479, ChEBI:CHEBI:78449, ChEBI:CHEBI:78776, ChEBI:CHEBI:138651; Evidence={ECO:0000250|UniProtKB:P0AAI5}; CATALYTIC ACTIVITY: Reaction=(9Z)-hexadecenoyl-[ACP] + H(+) + malonyl-[ACP] = 3-oxo-(11Z)-octadecenoyl-[ACP] + CO2 + holo-[ACP]; Xref=Rhea:RHEA:55040, Rhea:RHEA-COMP:9623, Rhea:RHEA-COMP:9685, Rhea:RHEA-COMP:10800, Rhea:RHEA-COMP:14074, ChEBI:CHEBI:15378, ChEBI:CHEBI:16526, ChEBI:CHEBI:64479, ChEBI:CHEBI:78449, ChEBI:CHEBI:83989, ChEBI:CHEBI:138538; EC=2.3.1.179; Evidence={ECO:0000250|UniProtKB:P0AAI5};	3-oxoacyl-[acyl-carrier-protein] synthase activity [GO:0004315]; fatty acid biosynthetic process [GO:0006633]	3-oxoacyl-[acyl-carrier-protein] synthase activity [GO:0004315]	fatty acid biosynthetic process [GO:0006633]	NA	NA	PATHWAY: Lipid metabolism; fatty acid biosynthesis. {ECO:0000250|UniProtKB:P0AAI5}.	NA	SUBUNIT: Homodimer. {ECO:0000269|PubMed:11152607}.	2.3.1.179	416	NA	NA	NA	reviewed	Evidence at protein level	UP000001425: Chromosome	Unsign
p_282	highco2_8	-0.237064018532151	0.1986799486109649	-1.1931954894771284	9	0.26329728764936533	0.42997904290881955	NA	0.029761904761904767	0.02976190476190476	P73283	no	sll1069	fabF	NA	3-oxoacyl-[acyl-carrier-protein] synthase 2 (EC 2.3.1.179) (3-oxoacyl-[acyl-carrier-protein] synthase II) (Beta-ketoacyl-ACP synthase II) (KAS II)	FUNCTION: Involved in the type II fatty acid elongation cycle. Catalyzes the elongation of a wide range of acyl-ACP by the addition of two carbons from malonyl-ACP to an acyl acceptor. Can efficiently catalyze the conversion of palmitoleoyl-ACP (cis-hexadec-9-enoyl-ACP) to cis-vaccenoyl-ACP (cis-octadec-11-enoyl-ACP), an essential step in the thermal regulation of fatty acid composition. {ECO:0000250|UniProtKB:P0AAI5}.	CATALYTIC ACTIVITY: Reaction=a fatty acyl-[ACP] + H(+) + malonyl-[ACP] = a 3-oxoacyl-[ACP] + CO2 + holo-[ACP]; Xref=Rhea:RHEA:22836, Rhea:RHEA-COMP:9623, Rhea:RHEA-COMP:9685, Rhea:RHEA-COMP:9916, Rhea:RHEA-COMP:14125, ChEBI:CHEBI:15378, ChEBI:CHEBI:16526, ChEBI:CHEBI:64479, ChEBI:CHEBI:78449, ChEBI:CHEBI:78776, ChEBI:CHEBI:138651; Evidence={ECO:0000250|UniProtKB:P0AAI5}; CATALYTIC ACTIVITY: Reaction=(9Z)-hexadecenoyl-[ACP] + H(+) + malonyl-[ACP] = 3-oxo-(11Z)-octadecenoyl-[ACP] + CO2 + holo-[ACP]; Xref=Rhea:RHEA:55040, Rhea:RHEA-COMP:9623, Rhea:RHEA-COMP:9685, Rhea:RHEA-COMP:10800, Rhea:RHEA-COMP:14074, ChEBI:CHEBI:15378, ChEBI:CHEBI:16526, ChEBI:CHEBI:64479, ChEBI:CHEBI:78449, ChEBI:CHEBI:83989, ChEBI:CHEBI:138538; EC=2.3.1.179; Evidence={ECO:0000250|UniProtKB:P0AAI5};	3-oxoacyl-[acyl-carrier-protein] synthase activity [GO:0004315]; fatty acid biosynthetic process [GO:0006633]	3-oxoacyl-[acyl-carrier-protein] synthase activity [GO:0004315]	fatty acid biosynthetic process [GO:0006633]	NA	NA	PATHWAY: Lipid metabolism; fatty acid biosynthesis. {ECO:0000250|UniProtKB:P0AAI5}.	NA	SUBUNIT: Homodimer. {ECO:0000269|PubMed:11152607}.	2.3.1.179	416	NA	NA	NA	reviewed	Evidence at protein level	UP000001425: Chromosome	Unsign
p_283	highco2_4	-1.3212679679355994	0.3226706501794106	-4.094788190995837	9	0.002697645328717524	0.024222840213048637	NA	0.22916666666666663	0.22916666666666666	P73289	no	sll1824	rplY	NA	50S ribosomal protein L25	FUNCTION: This is one of the proteins that binds to the 5S RNA in the ribosome where it forms part of the central protuberance. {ECO:0000255|HAMAP-Rule:MF_01336}.	NA	cytosolic large ribosomal subunit [GO:0022625]; 5S rRNA binding [GO:0008097]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	5S rRNA binding [GO:0008097]; structural constituent of ribosome [GO:0003735]	translation [GO:0006412]	cytosolic large ribosomal subunit [GO:0022625]	NA	NA	NA	SUBUNIT: Part of the 50S ribosomal subunit; part of the 5S rRNA/L5/L18/L25 subcomplex. Contacts the 5S rRNA. Binds to the 5S rRNA independently of L5 and L18. {ECO:0000255|HAMAP-Rule:MF_01336}.	NA	98	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Sign
p_283	highco2_8	-1.0558532773904177	0.32267065017941066	-3.2722321562352956	9	0.009648245703738567	0.04577603798646008	NA	0.20833333333333337	0.20833333333333334	P73289	no	sll1824	rplY	NA	50S ribosomal protein L25	FUNCTION: This is one of the proteins that binds to the 5S RNA in the ribosome where it forms part of the central protuberance. {ECO:0000255|HAMAP-Rule:MF_01336}.	NA	cytosolic large ribosomal subunit [GO:0022625]; 5S rRNA binding [GO:0008097]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	5S rRNA binding [GO:0008097]; structural constituent of ribosome [GO:0003735]	translation [GO:0006412]	cytosolic large ribosomal subunit [GO:0022625]	NA	NA	NA	SUBUNIT: Part of the 50S ribosomal subunit; part of the 5S rRNA/L5/L18/L25 subcomplex. Contacts the 5S rRNA. Binds to the 5S rRNA independently of L5 and L18. {ECO:0000255|HAMAP-Rule:MF_01336}.	NA	98	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Sign
p_284	highco2_4	-0.803652375293255	0.14785203283201312	-5.435517928971262	9	4.133880470802431e-4	0.0077118252920831565	NA	0.08125000000000004	0.08125	P73290	no	sll1823	purA	NA	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	FUNCTION: Plays an important role in the de novo pathway of purine nucleotide biosynthesis. Catalyzes the first committed step in the biosynthesis of AMP from IMP. {ECO:0000255|HAMAP-Rule:MF_00011}.	CATALYTIC ACTIVITY: Reaction=GTP + IMP + L-aspartate = GDP + 2 H(+) + N(6)-(1,2-dicarboxyethyl)-AMP + phosphate; Xref=Rhea:RHEA:15753, ChEBI:CHEBI:15378, ChEBI:CHEBI:29991, ChEBI:CHEBI:37565, ChEBI:CHEBI:43474, ChEBI:CHEBI:57567, ChEBI:CHEBI:58053, ChEBI:CHEBI:58189; EC=6.3.4.4; Evidence={ECO:0000255|HAMAP-Rule:MF_00011};	cytoplasm [GO:0005737]; adenylosuccinate synthase activity [GO:0004019]; GTP binding [GO:0005525]; magnesium ion binding [GO:0000287]; 'de novo' AMP biosynthetic process [GO:0044208]; IMP metabolic process [GO:0046040]	adenylosuccinate synthase activity [GO:0004019]; GTP binding [GO:0005525]; magnesium ion binding [GO:0000287]	'de novo' AMP biosynthetic process [GO:0044208]; IMP metabolic process [GO:0046040]	cytoplasm [GO:0005737]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00011}.	PATHWAY: Purine metabolism; AMP biosynthesis via de novo pathway; AMP from IMP: step 1/2. {ECO:0000255|HAMAP-Rule:MF_00011}.	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_00011};  Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000255|HAMAP-Rule:MF_00011};	SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_00011}.	6.3.4.4	444	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Sign
p_284	highco2_8	-0.6215908791243144	0.14785203283201315	-4.204141581404937	9	0.0022925934031436945	0.018022796315224517	NA	0.09999999999999998	0.1	P73290	no	sll1823	purA	NA	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	FUNCTION: Plays an important role in the de novo pathway of purine nucleotide biosynthesis. Catalyzes the first committed step in the biosynthesis of AMP from IMP. {ECO:0000255|HAMAP-Rule:MF_00011}.	CATALYTIC ACTIVITY: Reaction=GTP + IMP + L-aspartate = GDP + 2 H(+) + N(6)-(1,2-dicarboxyethyl)-AMP + phosphate; Xref=Rhea:RHEA:15753, ChEBI:CHEBI:15378, ChEBI:CHEBI:29991, ChEBI:CHEBI:37565, ChEBI:CHEBI:43474, ChEBI:CHEBI:57567, ChEBI:CHEBI:58053, ChEBI:CHEBI:58189; EC=6.3.4.4; Evidence={ECO:0000255|HAMAP-Rule:MF_00011};	cytoplasm [GO:0005737]; adenylosuccinate synthase activity [GO:0004019]; GTP binding [GO:0005525]; magnesium ion binding [GO:0000287]; 'de novo' AMP biosynthetic process [GO:0044208]; IMP metabolic process [GO:0046040]	adenylosuccinate synthase activity [GO:0004019]; GTP binding [GO:0005525]; magnesium ion binding [GO:0000287]	'de novo' AMP biosynthetic process [GO:0044208]; IMP metabolic process [GO:0046040]	cytoplasm [GO:0005737]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00011}.	PATHWAY: Purine metabolism; AMP biosynthesis via de novo pathway; AMP from IMP: step 1/2. {ECO:0000255|HAMAP-Rule:MF_00011}.	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_00011};  Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000255|HAMAP-Rule:MF_00011};	SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_00011}.	6.3.4.4	444	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Sign
p_285	highco2_4	0.3602121622956139	0.5458955438811507	0.6598554729621264	9	0.5258707831075231	0.7026259431469265	NA	0	0	P73292	no	ssl3445	rpmE	rpl31	50S ribosomal protein L31	FUNCTION: Binds the 23S rRNA. {ECO:0000255|HAMAP-Rule:MF_00501}.	NA	ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	translation [GO:0006412]	ribosome [GO:0005840]	NA	NA	NA	SUBUNIT: Part of the 50S ribosomal subunit. {ECO:0000255|HAMAP-Rule:MF_00501}.	NA	81	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_285	highco2_8	0.27523017797853844	0.5458955438811508	0.5041810307183235	9	0.6262451441642523	0.7473307703766202	NA	0	0	P73292	no	ssl3445	rpmE	rpl31	50S ribosomal protein L31	FUNCTION: Binds the 23S rRNA. {ECO:0000255|HAMAP-Rule:MF_00501}.	NA	ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	translation [GO:0006412]	ribosome [GO:0005840]	NA	NA	NA	SUBUNIT: Part of the 50S ribosomal subunit. {ECO:0000255|HAMAP-Rule:MF_00501}.	NA	81	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_286	highco2_4	-0.8541086400764843	0.32293996442237843	-2.6447907790049228	9	0.026703240647560467	0.10505187621979434	NA	0.0625	0.0625	P73293	no	sll1822	rpsI	rps9	30S ribosomal protein S9	NA	NA	cytosolic small ribosomal subunit [GO:0022627]; small ribosomal subunit [GO:0015935]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]	translation [GO:0006412]	cytosolic small ribosomal subunit [GO:0022627]; small ribosomal subunit [GO:0015935]	NA	NA	NA	NA	NA	137	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_286	highco2_8	-1.3232280031564967	0.32293996442237854	-4.09744271051515	9	0.0026869587208042667	0.01956095041814281	NA	0.0625	0.0625	P73293	no	sll1822	rpsI	rps9	30S ribosomal protein S9	NA	NA	cytosolic small ribosomal subunit [GO:0022627]; small ribosomal subunit [GO:0015935]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]	translation [GO:0006412]	cytosolic small ribosomal subunit [GO:0022627]; small ribosomal subunit [GO:0015935]	NA	NA	NA	NA	NA	137	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Sign
p_287	highco2_4	-0.8375386782724037	0.3597254452718725	-2.328271989876642	9	0.04487392046079419	0.1514932353777826	NA	0.109375	0.109375	P73294	no	sll1821	rplM	rpl13	50S ribosomal protein L13	FUNCTION: This protein is one of the early assembly proteins of the 50S ribosomal subunit, although it is not seen to bind rRNA by itself. It is important during the early stages of 50S assembly. {ECO:0000255|HAMAP-Rule:MF_01366}.	NA	cytosolic large ribosomal subunit [GO:0022625]; ribosome [GO:0005840]; mRNA binding [GO:0003729]; structural constituent of ribosome [GO:0003735]; negative regulation of translation [GO:0017148]; translation [GO:0006412]	mRNA binding [GO:0003729]; structural constituent of ribosome [GO:0003735]	negative regulation of translation [GO:0017148]; translation [GO:0006412]	cytosolic large ribosomal subunit [GO:0022625]; ribosome [GO:0005840]	NA	NA	NA	SUBUNIT: Part of the 50S ribosomal subunit. {ECO:0000255|HAMAP-Rule:MF_01366}.	NA	151	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_287	highco2_8	-1.085360090025448	0.35972544527187256	-3.01719020517205	9	0.014545379448263951	0.06143283790502069	NA	0.078125	0.078125	P73294	no	sll1821	rplM	rpl13	50S ribosomal protein L13	FUNCTION: This protein is one of the early assembly proteins of the 50S ribosomal subunit, although it is not seen to bind rRNA by itself. It is important during the early stages of 50S assembly. {ECO:0000255|HAMAP-Rule:MF_01366}.	NA	cytosolic large ribosomal subunit [GO:0022625]; ribosome [GO:0005840]; mRNA binding [GO:0003729]; structural constituent of ribosome [GO:0003735]; negative regulation of translation [GO:0017148]; translation [GO:0006412]	mRNA binding [GO:0003729]; structural constituent of ribosome [GO:0003735]	negative regulation of translation [GO:0017148]; translation [GO:0006412]	cytosolic large ribosomal subunit [GO:0022625]; ribosome [GO:0005840]	NA	NA	NA	SUBUNIT: Part of the 50S ribosomal subunit. {ECO:0000255|HAMAP-Rule:MF_01366}.	NA	151	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_288	highco2_4	-0.9956333823840383	0.30828487601160326	-3.2295887987270726	9	0.010329451299602166	0.057610651062729605	NA	0.03125	0.03125	P73295	no	sll1820	truA	NA	tRNA pseudouridine synthase A (EC 5.4.99.12) (tRNA pseudouridine(38-40) synthase) (tRNA pseudouridylate synthase I) (tRNA-uridine isomerase I)	FUNCTION: Formation of pseudouridine at positions 38, 39 and 40 in the anticodon stem and loop of transfer RNAs. {ECO:0000255|HAMAP-Rule:MF_00171}.	CATALYTIC ACTIVITY: Reaction=uridine(38/39/40) in tRNA = pseudouridine(38/39/40) in tRNA; Xref=Rhea:RHEA:22376, Rhea:RHEA-COMP:10085, Rhea:RHEA-COMP:10087, ChEBI:CHEBI:65314, ChEBI:CHEBI:65315; EC=5.4.99.12; Evidence={ECO:0000255|HAMAP-Rule:MF_00171};	pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]; tRNA pseudouridine synthase activity [GO:0106029]; tRNA pseudouridine synthesis [GO:0031119]	pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]; tRNA pseudouridine synthase activity [GO:0106029]	tRNA pseudouridine synthesis [GO:0031119]	NA	NA	NA	NA	SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_00171}.	5.4.99.12	275	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_288	highco2_8	-0.5501777692057357	0.3082848760116033	-1.7846408047115097	9	0.10798175878784644	0.23324607687166118	NA	0	0	P73295	no	sll1820	truA	NA	tRNA pseudouridine synthase A (EC 5.4.99.12) (tRNA pseudouridine(38-40) synthase) (tRNA pseudouridylate synthase I) (tRNA-uridine isomerase I)	FUNCTION: Formation of pseudouridine at positions 38, 39 and 40 in the anticodon stem and loop of transfer RNAs. {ECO:0000255|HAMAP-Rule:MF_00171}.	CATALYTIC ACTIVITY: Reaction=uridine(38/39/40) in tRNA = pseudouridine(38/39/40) in tRNA; Xref=Rhea:RHEA:22376, Rhea:RHEA-COMP:10085, Rhea:RHEA-COMP:10087, ChEBI:CHEBI:65314, ChEBI:CHEBI:65315; EC=5.4.99.12; Evidence={ECO:0000255|HAMAP-Rule:MF_00171};	pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]; tRNA pseudouridine synthase activity [GO:0106029]; tRNA pseudouridine synthesis [GO:0031119]	pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]; tRNA pseudouridine synthase activity [GO:0106029]	tRNA pseudouridine synthesis [GO:0031119]	NA	NA	NA	NA	SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_00171}.	5.4.99.12	275	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_289	highco2_4	-1.3397965301063397	0.43469476016177333	-3.0821547736340995	9	0.01309431202693645	0.06710860320913685	NA	0.05555555555555558	0.05555555555555555	P73296	no	sll1819	rplQ	rpl17	50S ribosomal protein L17	NA	NA	cytosolic large ribosomal subunit [GO:0022625]; large ribosomal subunit [GO:0015934]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	structural constituent of ribosome [GO:0003735]	translation [GO:0006412]	cytosolic large ribosomal subunit [GO:0022625]; large ribosomal subunit [GO:0015934]	NA	NA	NA	SUBUNIT: Part of the 50S ribosomal subunit. Contacts protein L32. {ECO:0000255|HAMAP-Rule:MF_01368}.	NA	116	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_289	highco2_8	-1.6236592339783213	0.4346947601617735	-3.7351709355182234	9	0.004660103708165275	0.028355546292056503	NA	0.08333333333333337	0.08333333333333333	P73296	no	sll1819	rplQ	rpl17	50S ribosomal protein L17	NA	NA	cytosolic large ribosomal subunit [GO:0022625]; large ribosomal subunit [GO:0015934]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	structural constituent of ribosome [GO:0003735]	translation [GO:0006412]	cytosolic large ribosomal subunit [GO:0022625]; large ribosomal subunit [GO:0015934]	NA	NA	NA	SUBUNIT: Part of the 50S ribosomal subunit. Contacts protein L32. {ECO:0000255|HAMAP-Rule:MF_01368}.	NA	116	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Sign
p_29	highco2_4	-0.007724261917902507	0.5095218626696524	-0.015159824305538227	9	0.9882354186049396	0.9923626198891364	NA	0.046875	0.046875	P23350	no	sll1745	rplJ	rpl10	50S ribosomal protein L10	FUNCTION: Forms part of the ribosomal stalk, playing a central role in the interaction of the ribosome with GTP-bound translation factors. {ECO:0000250}.	NA	cytosolic large ribosomal subunit [GO:0022625]; large ribosomal subunit [GO:0015934]; large ribosomal subunit rRNA binding [GO:0070180]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	large ribosomal subunit rRNA binding [GO:0070180]; structural constituent of ribosome [GO:0003735]	translation [GO:0006412]	cytosolic large ribosomal subunit [GO:0022625]; large ribosomal subunit [GO:0015934]	NA	NA	NA	SUBUNIT: Part of the ribosomal stalk of the 50S ribosomal subunit. The N-terminus interacts with L11 and the large rRNA to form the base of the stalk. The C-terminus forms an elongated spine to which L12 dimers bind in a sequential fashion forming a multimeric L10(L12)X complex (By similarity). {ECO:0000250}.	NA	173	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_29	highco2_8	-0.2586897385947019	0.5095218626696525	-0.5077107726826295	9	0.6238642296419461	0.7460043465840389	NA	0.046875	0.046875	P23350	no	sll1745	rplJ	rpl10	50S ribosomal protein L10	FUNCTION: Forms part of the ribosomal stalk, playing a central role in the interaction of the ribosome with GTP-bound translation factors. {ECO:0000250}.	NA	cytosolic large ribosomal subunit [GO:0022625]; large ribosomal subunit [GO:0015934]; large ribosomal subunit rRNA binding [GO:0070180]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	large ribosomal subunit rRNA binding [GO:0070180]; structural constituent of ribosome [GO:0003735]	translation [GO:0006412]	cytosolic large ribosomal subunit [GO:0022625]; large ribosomal subunit [GO:0015934]	NA	NA	NA	SUBUNIT: Part of the ribosomal stalk of the 50S ribosomal subunit. The N-terminus interacts with L11 and the large rRNA to form the base of the stalk. The C-terminus forms an elongated spine to which L12 dimers bind in a sequential fashion forming a multimeric L10(L12)X complex (By similarity). {ECO:0000250}.	NA	173	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_290	highco2_4	-0.8285480549748814	0.21371088313244926	-3.876957704869813	9	0.00374875768935512	0.030157292341131896	NA	0.03125	0.03125	P73297	no	sll1818	rpoA	NA	DNA-directed RNA polymerase subunit alpha (RNAP subunit alpha) (EC 2.7.7.6) (RNA polymerase subunit alpha) (Transcriptase subunit alpha)	FUNCTION: DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates. {ECO:0000255|HAMAP-Rule:MF_00059}.	CATALYTIC ACTIVITY: Reaction=a ribonucleoside 5'-triphosphate + RNA(n) = diphosphate + RNA(n+1); Xref=Rhea:RHEA:21248, Rhea:RHEA-COMP:14527, Rhea:RHEA-COMP:17342, ChEBI:CHEBI:33019, ChEBI:CHEBI:61557, ChEBI:CHEBI:140395; EC=2.7.7.6; Evidence={ECO:0000255|HAMAP-Rule:MF_00059};	cytoplasm [GO:0005737]; DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; protein dimerization activity [GO:0046983]; transcription, DNA-templated [GO:0006351]	DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; protein dimerization activity [GO:0046983]	transcription, DNA-templated [GO:0006351]	cytoplasm [GO:0005737]	NA	NA	NA	SUBUNIT: Homodimer. In cyanobacteria the RNAP catalytic core is composed of 2 alpha, 1 beta, 1 beta', 1 gamma and 1 omega subunit. When a sigma factor is associated with the core the holoenzyme is formed, which can initiate transcription (By similarity). {ECO:0000250}.	2.7.7.6	314	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Sign
p_290	highco2_8	-1.5199190692864648	0.2137108831324493	-7.112034010661408	9	5.5929315068148355e-5	0.0021512811545855636	NA	0.09375	0.09375	P73297	no	sll1818	rpoA	NA	DNA-directed RNA polymerase subunit alpha (RNAP subunit alpha) (EC 2.7.7.6) (RNA polymerase subunit alpha) (Transcriptase subunit alpha)	FUNCTION: DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates. {ECO:0000255|HAMAP-Rule:MF_00059}.	CATALYTIC ACTIVITY: Reaction=a ribonucleoside 5'-triphosphate + RNA(n) = diphosphate + RNA(n+1); Xref=Rhea:RHEA:21248, Rhea:RHEA-COMP:14527, Rhea:RHEA-COMP:17342, ChEBI:CHEBI:33019, ChEBI:CHEBI:61557, ChEBI:CHEBI:140395; EC=2.7.7.6; Evidence={ECO:0000255|HAMAP-Rule:MF_00059};	cytoplasm [GO:0005737]; DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; protein dimerization activity [GO:0046983]; transcription, DNA-templated [GO:0006351]	DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; protein dimerization activity [GO:0046983]	transcription, DNA-templated [GO:0006351]	cytoplasm [GO:0005737]	NA	NA	NA	SUBUNIT: Homodimer. In cyanobacteria the RNAP catalytic core is composed of 2 alpha, 1 beta, 1 beta', 1 gamma and 1 omega subunit. When a sigma factor is associated with the core the holoenzyme is formed, which can initiate transcription (By similarity). {ECO:0000250}.	2.7.7.6	314	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Sign
p_291	highco2_4	-0.9688642229855434	0.13224381562074938	-7.32634806730067	9	4.437832891124316e-5	0.001920694075278604	NA	0.11458333333333337	0.11458333333333333	P73298	no	sll1817	rpsK	rps11	30S ribosomal protein S11	FUNCTION: Located on the platform of the 30S subunit, it bridges several disparate RNA helices of the 16S rRNA. Forms part of the Shine-Dalgarno cleft in the 70S ribosome. {ECO:0000255|HAMAP-Rule:MF_01310}.	NA	cytosolic small ribosomal subunit [GO:0022627]; mRNA 5'-UTR binding [GO:0048027]; small ribosomal subunit rRNA binding [GO:0070181]; structural constituent of ribosome [GO:0003735]; maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]; ribosomal small subunit assembly [GO:0000028]; translation [GO:0006412]	mRNA 5'-UTR binding [GO:0048027]; small ribosomal subunit rRNA binding [GO:0070181]; structural constituent of ribosome [GO:0003735]	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]; ribosomal small subunit assembly [GO:0000028]; translation [GO:0006412]	cytosolic small ribosomal subunit [GO:0022627]	NA	NA	NA	SUBUNIT: Part of the 30S ribosomal subunit. Interacts with proteins S7 and S18. Binds to IF-3. {ECO:0000255|HAMAP-Rule:MF_01310}.	NA	130	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Sign
