Protein	Label	log2FC	SE	Tvalue	DF	pvalue	adj.pvalue	issue	MissingPercentage	ImputationPercentage	Entry	ambig	gene_names_ordered_locus	gene_names_primary	Gene names  (synonym )	Protein names	Function [CC]	Catalytic activity	Gene ontology (GO)	Gene ontology (molecular function)	Gene ontology (biological process)	Gene ontology (cellular component)	Subcellular location [CC]	Pathway	Cofactor	Subunit structure [CC]	EC number	Length	Activity regulation	Kinetics	Miscellaneous [CC]	Status	Protein existence	Proteomes	Sign
p_451	lowco2_4	-0.21124239512631302	0.24380616802041608	-0.8664358118643816	9	0.4087553977325724	0.5424907742834045	NA	0.04166666666666663	0.041666666666666664	P73920	no	sll1980	txlA	NA	Thiol:disulfide interchange protein TxlA homolog	FUNCTION: Required for disulfide bond formation in some proteins. Acts by transferring its disulfide bond to other proteins and is reduced in the process (By similarity). {ECO:0000250}.	NA	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor [GO:0016671]	oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor [GO:0016671]	NA	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.	NA	NA	NA	NA	180	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_451	lowco2_8	0.37190587016830207	0.24380616802041613	1.525416166407894	9	0.16149590929911262	0.44127416126037233	NA	0	0	P73920	no	sll1980	txlA	NA	Thiol:disulfide interchange protein TxlA homolog	FUNCTION: Required for disulfide bond formation in some proteins. Acts by transferring its disulfide bond to other proteins and is reduced in the process (By similarity). {ECO:0000250}.	NA	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor [GO:0016671]	oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor [GO:0016671]	NA	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.	NA	NA	NA	NA	180	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_452	lowco2_4	-0.15529470967318892	0.31820406006363644	-0.488034972407744	9	0.6371942339579606	0.7322774315104635	NA	0	0	P73922	no	slr2094	NA	NA	D-fructose 1,6-bisphosphatase class 2/sedoheptulose 1,7-bisphosphatase (FBPase class 2/SBPase) (EC 3.1.3.11) (EC 3.1.3.37)	FUNCTION: Catalyzes the hydrolysis of fructose 1,6-bisphosphate (Fru 1,6-P2) and sedoheptulose 1,7-bisphosphate (Sed 1,7-P2) to fructose 6-phosphate and sedoheptulose 7-phosphate, respectively. {ECO:0000250}.	CATALYTIC ACTIVITY: Reaction=beta-D-fructose 1,6-bisphosphate + H2O = beta-D-fructose 6-phosphate + phosphate; Xref=Rhea:RHEA:11064, ChEBI:CHEBI:15377, ChEBI:CHEBI:32966, ChEBI:CHEBI:43474, ChEBI:CHEBI:57634; EC=3.1.3.11; CATALYTIC ACTIVITY: Reaction=H2O + sedoheptulose 1,7-bisphosphate = D-sedoheptulose 7-phosphate + phosphate; Xref=Rhea:RHEA:17461, ChEBI:CHEBI:15377, ChEBI:CHEBI:43474, ChEBI:CHEBI:57483, ChEBI:CHEBI:58335; EC=3.1.3.37;	fructose 1,6-bisphosphate 1-phosphatase activity [GO:0042132]; metal ion binding [GO:0046872]; sedoheptulose-bisphosphatase activity [GO:0050278]; fructose 1,6-bisphosphate metabolic process [GO:0030388]; gluconeogenesis [GO:0006094]; glycerol metabolic process [GO:0006071]; reductive pentose-phosphate cycle [GO:0019253]	fructose 1,6-bisphosphate 1-phosphatase activity [GO:0042132]; metal ion binding [GO:0046872]; sedoheptulose-bisphosphatase activity [GO:0050278]	fructose 1,6-bisphosphate metabolic process [GO:0030388]; gluconeogenesis [GO:0006094]; glycerol metabolic process [GO:0006071]; reductive pentose-phosphate cycle [GO:0019253]	NA	NA	PATHWAY: Carbohydrate biosynthesis; Calvin cycle.	COFACTOR: Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000250};	SUBUNIT: Homotetramer. {ECO:0000250}.	3.1.3.11; 3.1.3.37	345	NA	NA	NA	reviewed	Evidence at protein level	UP000001425: Chromosome	Unsign
p_452	lowco2_8	-0.07074449152088012	0.3182040600636365	-0.22232428934669213	9	0.8290246699195059	0.9167789352341407	NA	0	0	P73922	no	slr2094	NA	NA	D-fructose 1,6-bisphosphatase class 2/sedoheptulose 1,7-bisphosphatase (FBPase class 2/SBPase) (EC 3.1.3.11) (EC 3.1.3.37)	FUNCTION: Catalyzes the hydrolysis of fructose 1,6-bisphosphate (Fru 1,6-P2) and sedoheptulose 1,7-bisphosphate (Sed 1,7-P2) to fructose 6-phosphate and sedoheptulose 7-phosphate, respectively. {ECO:0000250}.	CATALYTIC ACTIVITY: Reaction=beta-D-fructose 1,6-bisphosphate + H2O = beta-D-fructose 6-phosphate + phosphate; Xref=Rhea:RHEA:11064, ChEBI:CHEBI:15377, ChEBI:CHEBI:32966, ChEBI:CHEBI:43474, ChEBI:CHEBI:57634; EC=3.1.3.11; CATALYTIC ACTIVITY: Reaction=H2O + sedoheptulose 1,7-bisphosphate = D-sedoheptulose 7-phosphate + phosphate; Xref=Rhea:RHEA:17461, ChEBI:CHEBI:15377, ChEBI:CHEBI:43474, ChEBI:CHEBI:57483, ChEBI:CHEBI:58335; EC=3.1.3.37;	fructose 1,6-bisphosphate 1-phosphatase activity [GO:0042132]; metal ion binding [GO:0046872]; sedoheptulose-bisphosphatase activity [GO:0050278]; fructose 1,6-bisphosphate metabolic process [GO:0030388]; gluconeogenesis [GO:0006094]; glycerol metabolic process [GO:0006071]; reductive pentose-phosphate cycle [GO:0019253]	fructose 1,6-bisphosphate 1-phosphatase activity [GO:0042132]; metal ion binding [GO:0046872]; sedoheptulose-bisphosphatase activity [GO:0050278]	fructose 1,6-bisphosphate metabolic process [GO:0030388]; gluconeogenesis [GO:0006094]; glycerol metabolic process [GO:0006071]; reductive pentose-phosphate cycle [GO:0019253]	NA	NA	PATHWAY: Carbohydrate biosynthesis; Calvin cycle.	COFACTOR: Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000250};	SUBUNIT: Homotetramer. {ECO:0000250}.	3.1.3.11; 3.1.3.37	345	NA	NA	NA	reviewed	Evidence at protein level	UP000001425: Chromosome	Unsign
p_453	lowco2_4	-2.3140198082909276	0.48405483204452443	-4.780491083039284	9	0.001000588868548924	0.015252174408995152	NA	0.1428571428571429	0.14285714285714285	P73925	no	slr2097	glbN	NA	Group 1 truncated hemoglobin GlbN (Truncated Hb) (trHbN) (Cyanoglobin) (Hemoglobin) (Hb) (SynHb)	FUNCTION: Forms a very stable complex with oxygen. The oxygen dissociation rate is 0.011 sec(-1).	NA	cytoplasm [GO:0005737]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; thioredoxin peroxidase activity [GO:0008379]; cell redox homeostasis [GO:0045454]; cellular response to oxidative stress [GO:0034599]	heme binding [GO:0020037]; metal ion binding [GO:0046872]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; thioredoxin peroxidase activity [GO:0008379]	cell redox homeostasis [GO:0045454]; cellular response to oxidative stress [GO:0034599]	cytoplasm [GO:0005737]	NA	NA	COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413;  Note=Binds 1 heme group per subunit.;	SUBUNIT: Monomer. {ECO:0000269|PubMed:14736872}.	NA	124	NA	NA	NA	reviewed	Evidence at protein level	UP000001425: Chromosome	Sign
p_453	lowco2_8	0.26356035696961044	0.48405483204452454	0.5444845077909841	9	0.5993370189914191	0.7873418842426657	NA	0.017857142857142905	0.017857142857142856	P73925	no	slr2097	glbN	NA	Group 1 truncated hemoglobin GlbN (Truncated Hb) (trHbN) (Cyanoglobin) (Hemoglobin) (Hb) (SynHb)	FUNCTION: Forms a very stable complex with oxygen. The oxygen dissociation rate is 0.011 sec(-1).	NA	cytoplasm [GO:0005737]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; thioredoxin peroxidase activity [GO:0008379]; cell redox homeostasis [GO:0045454]; cellular response to oxidative stress [GO:0034599]	heme binding [GO:0020037]; metal ion binding [GO:0046872]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; thioredoxin peroxidase activity [GO:0008379]	cell redox homeostasis [GO:0045454]; cellular response to oxidative stress [GO:0034599]	cytoplasm [GO:0005737]	NA	NA	COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413;  Note=Binds 1 heme group per subunit.;	SUBUNIT: Monomer. {ECO:0000269|PubMed:14736872}.	NA	124	NA	NA	NA	reviewed	Evidence at protein level	UP000001425: Chromosome	Unsign
p_454	lowco2_4	0.15181486942923644	0.07956611825708437	1.908034132552636	9	0.08874033364650113	0.18420290885909893	NA	0.03125	0.03125	P73930	no	slr2102	ftsY	NA	Signal recognition particle receptor FtsY (SRP receptor)	FUNCTION: Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Acts as a receptor for the complex formed by the signal recognition particle (SRP) and the ribosome-nascent chain (RNC). {ECO:0000255|HAMAP-Rule:MF_00920}.	NA	cytoplasm [GO:0005737]; intrinsic component of plasma membrane [GO:0031226]; membrane [GO:0016020]; plasma membrane [GO:0005886]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; signal recognition particle binding [GO:0005047]; protein targeting [GO:0006605]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; signal recognition particle binding [GO:0005047]	protein targeting [GO:0006605]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]	cytoplasm [GO:0005737]; intrinsic component of plasma membrane [GO:0031226]; membrane [GO:0016020]; plasma membrane [GO:0005886]	SUBCELLULAR LOCATION: Cell inner membrane; Peripheral membrane protein; Cytoplasmic side. Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00920}.	NA	NA	SUBUNIT: Part of the signal recognition particle protein translocation system, which is composed of SRP and FtsY. {ECO:0000255|HAMAP-Rule:MF_00920}.	NA	504	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_454	lowco2_8	0.4217882479924877	0.07956611825708439	5.301103751595078	9	4.931371552958641e-4	0.06556995301992319	NA	0.01041666666666663	0.010416666666666666	P73930	no	slr2102	ftsY	NA	Signal recognition particle receptor FtsY (SRP receptor)	FUNCTION: Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Acts as a receptor for the complex formed by the signal recognition particle (SRP) and the ribosome-nascent chain (RNC). {ECO:0000255|HAMAP-Rule:MF_00920}.	NA	cytoplasm [GO:0005737]; intrinsic component of plasma membrane [GO:0031226]; membrane [GO:0016020]; plasma membrane [GO:0005886]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; signal recognition particle binding [GO:0005047]; protein targeting [GO:0006605]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; signal recognition particle binding [GO:0005047]	protein targeting [GO:0006605]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]	cytoplasm [GO:0005737]; intrinsic component of plasma membrane [GO:0031226]; membrane [GO:0016020]; plasma membrane [GO:0005886]	SUBCELLULAR LOCATION: Cell inner membrane; Peripheral membrane protein; Cytoplasmic side. Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00920}.	NA	NA	SUBUNIT: Part of the signal recognition particle protein translocation system, which is composed of SRP and FtsY. {ECO:0000255|HAMAP-Rule:MF_00920}.	NA	504	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_455	lowco2_4	0.5069624049969499	0.2542408033442732	1.9940245559657892	9	0.07729373087010183	0.16615047971173497	NA	0	0	P73935	no	sll1430	apt	NA	Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7)	FUNCTION: Catalyzes a salvage reaction resulting in the formation of AMP, that is energically less costly than de novo synthesis. {ECO:0000255|HAMAP-Rule:MF_00004}.	CATALYTIC ACTIVITY: Reaction=AMP + diphosphate = 5-phospho-alpha-D-ribose 1-diphosphate + adenine; Xref=Rhea:RHEA:16609, ChEBI:CHEBI:16708, ChEBI:CHEBI:33019, ChEBI:CHEBI:58017, ChEBI:CHEBI:456215; EC=2.4.2.7; Evidence={ECO:0000255|HAMAP-Rule:MF_00004};	cytoplasm [GO:0005737]; adenine binding [GO:0002055]; adenine phosphoribosyltransferase activity [GO:0003999]; AMP binding [GO:0016208]; adenine salvage [GO:0006168]; AMP salvage [GO:0044209]; purine ribonucleoside salvage [GO:0006166]	adenine binding [GO:0002055]; adenine phosphoribosyltransferase activity [GO:0003999]; AMP binding [GO:0016208]	adenine salvage [GO:0006168]; AMP salvage [GO:0044209]; purine ribonucleoside salvage [GO:0006166]	cytoplasm [GO:0005737]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00004}.	PATHWAY: Purine metabolism; AMP biosynthesis via salvage pathway; AMP from adenine: step 1/1. {ECO:0000255|HAMAP-Rule:MF_00004}.	NA	SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_00004}.	2.4.2.7	172	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_455	lowco2_8	0.5762148593889037	0.25424080334427324	2.2664137770546535	9	0.04965331869121714	0.27880107431366047	NA	0	0	P73935	no	sll1430	apt	NA	Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7)	FUNCTION: Catalyzes a salvage reaction resulting in the formation of AMP, that is energically less costly than de novo synthesis. {ECO:0000255|HAMAP-Rule:MF_00004}.	CATALYTIC ACTIVITY: Reaction=AMP + diphosphate = 5-phospho-alpha-D-ribose 1-diphosphate + adenine; Xref=Rhea:RHEA:16609, ChEBI:CHEBI:16708, ChEBI:CHEBI:33019, ChEBI:CHEBI:58017, ChEBI:CHEBI:456215; EC=2.4.2.7; Evidence={ECO:0000255|HAMAP-Rule:MF_00004};	cytoplasm [GO:0005737]; adenine binding [GO:0002055]; adenine phosphoribosyltransferase activity [GO:0003999]; AMP binding [GO:0016208]; adenine salvage [GO:0006168]; AMP salvage [GO:0044209]; purine ribonucleoside salvage [GO:0006166]	adenine binding [GO:0002055]; adenine phosphoribosyltransferase activity [GO:0003999]; AMP binding [GO:0016208]	adenine salvage [GO:0006168]; AMP salvage [GO:0044209]; purine ribonucleoside salvage [GO:0006166]	cytoplasm [GO:0005737]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00004}.	PATHWAY: Purine metabolism; AMP biosynthesis via salvage pathway; AMP from adenine: step 1/1. {ECO:0000255|HAMAP-Rule:MF_00004}.	NA	SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_00004}.	2.4.2.7	172	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_456	lowco2_4	-0.39897475394459625	0.13008148454634297	-3.0671140888037534	9	0.013416428630978805	0.05448003359880015	NA	0.14583333333333337	0.14583333333333334	P73940	no	sll1427	hhoB	NA	Putative serine protease HhoB	FUNCTION: A putative protease, its function overlaps that of the related putative proteases HtrA and HhoA. {ECO:0000269|PubMed:16912048}.	NA	serine-type endopeptidase activity [GO:0004252]	serine-type endopeptidase activity [GO:0004252]	NA	NA	NA	NA	NA	NA	NA	416	NA	NA	NA	reviewed	Evidence at protein level	UP000001425: Chromosome	Unsign
p_456	lowco2_8	0.4127474898907117	0.130081484546343	3.1729918468424745	9	0.011311450885737262	0.1794144728080808	NA	0.0625	0.0625	P73940	no	sll1427	hhoB	NA	Putative serine protease HhoB	FUNCTION: A putative protease, its function overlaps that of the related putative proteases HtrA and HhoA. {ECO:0000269|PubMed:16912048}.	NA	serine-type endopeptidase activity [GO:0004252]	serine-type endopeptidase activity [GO:0004252]	NA	NA	NA	NA	NA	NA	NA	416	NA	NA	NA	reviewed	Evidence at protein level	UP000001425: Chromosome	Unsign
p_457	lowco2_4	-0.07647573218226998	0.32320022093042056	-0.23662029673777324	9	0.8182490106803402	0.878571279772622	NA	0.13157894736842102	0.13157894736842105	P73942	no	sll1425	proS	NA	Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS)	FUNCTION: Catalyzes the attachment of proline to tRNA(Pro) in a two-step reaction: proline is first activated by ATP to form Pro-AMP and then transferred to the acceptor end of tRNA(Pro). As ProRS can inadvertently accommodate and process non-cognate amino acids such as alanine and cysteine, to avoid such errors it has two additional distinct editing activities against alanine. One activity is designated as 'pretransfer' editing and involves the tRNA(Pro)-independent hydrolysis of activated Ala-AMP. The other activity is designated 'posttransfer' editing and involves deacylation of mischarged Ala-tRNA(Pro). The misacylated Cys-tRNA(Pro) is not edited by ProRS. {ECO:0000255|HAMAP-Rule:MF_01569}.	CATALYTIC ACTIVITY: Reaction=ATP + L-proline + tRNA(Pro) = AMP + diphosphate + L-prolyl-tRNA(Pro); Xref=Rhea:RHEA:14305, Rhea:RHEA-COMP:9700, Rhea:RHEA-COMP:9702, ChEBI:CHEBI:30616, ChEBI:CHEBI:33019, ChEBI:CHEBI:60039, ChEBI:CHEBI:78442, ChEBI:CHEBI:78532, ChEBI:CHEBI:456215; EC=6.1.1.15; Evidence={ECO:0000255|HAMAP-Rule:MF_01569};	cytosol [GO:0005829]; aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; proline-tRNA ligase activity [GO:0004827]; prolyl-tRNA aminoacylation [GO:0006433]	aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; proline-tRNA ligase activity [GO:0004827]	prolyl-tRNA aminoacylation [GO:0006433]	cytosol [GO:0005829]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_01569}.	NA	NA	SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_01569}.	6.1.1.15	603	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_457	lowco2_8	-0.036571492711672954	0.32320022093042067	-0.11315429366475016	9	0.9123920548976128	0.9644377080625205	NA	0.07894736842105265	0.07894736842105263	P73942	no	sll1425	proS	NA	Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS)	FUNCTION: Catalyzes the attachment of proline to tRNA(Pro) in a two-step reaction: proline is first activated by ATP to form Pro-AMP and then transferred to the acceptor end of tRNA(Pro). As ProRS can inadvertently accommodate and process non-cognate amino acids such as alanine and cysteine, to avoid such errors it has two additional distinct editing activities against alanine. One activity is designated as 'pretransfer' editing and involves the tRNA(Pro)-independent hydrolysis of activated Ala-AMP. The other activity is designated 'posttransfer' editing and involves deacylation of mischarged Ala-tRNA(Pro). The misacylated Cys-tRNA(Pro) is not edited by ProRS. {ECO:0000255|HAMAP-Rule:MF_01569}.	CATALYTIC ACTIVITY: Reaction=ATP + L-proline + tRNA(Pro) = AMP + diphosphate + L-prolyl-tRNA(Pro); Xref=Rhea:RHEA:14305, Rhea:RHEA-COMP:9700, Rhea:RHEA-COMP:9702, ChEBI:CHEBI:30616, ChEBI:CHEBI:33019, ChEBI:CHEBI:60039, ChEBI:CHEBI:78442, ChEBI:CHEBI:78532, ChEBI:CHEBI:456215; EC=6.1.1.15; Evidence={ECO:0000255|HAMAP-Rule:MF_01569};	cytosol [GO:0005829]; aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; proline-tRNA ligase activity [GO:0004827]; prolyl-tRNA aminoacylation [GO:0006433]	aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; proline-tRNA ligase activity [GO:0004827]	prolyl-tRNA aminoacylation [GO:0006433]	cytosol [GO:0005829]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_01569}.	NA	NA	SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_01569}.	6.1.1.15	603	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_458	lowco2_4	-0.8250658149919569	0.4174334020779585	-1.9765208315502032	9	0.07950358887393882	0.17004713664246057	NA	0	0	P73950	no	slr1510	plsX	NA	Phosphate acyltransferase (EC 2.3.1.274) (Acyl-ACP phosphotransacylase) (Acyl-[acyl-carrier-protein]--phosphate acyltransferase) (Phosphate-acyl-ACP acyltransferase)	FUNCTION: Catalyzes the reversible formation of acyl-phosphate (acyl-PO(4)) from acyl-[acyl-carrier-protein] (acyl-ACP). This enzyme utilizes acyl-ACP as fatty acyl donor, but not acyl-CoA. {ECO:0000255|HAMAP-Rule:MF_00019}.	CATALYTIC ACTIVITY: Reaction=a fatty acyl-[ACP] + phosphate = an acyl phosphate + holo-[ACP]; Xref=Rhea:RHEA:42292, Rhea:RHEA-COMP:9685, Rhea:RHEA-COMP:14125, ChEBI:CHEBI:43474, ChEBI:CHEBI:59918, ChEBI:CHEBI:64479, ChEBI:CHEBI:138651; EC=2.3.1.274; Evidence={ECO:0000255|HAMAP-Rule:MF_00019};	cytoplasm [GO:0005737]; phosphate:acyl-[acyl carrier protein] acyltransferase activity [GO:0043811]; fatty acid biosynthetic process [GO:0006633]; phospholipid biosynthetic process [GO:0008654]	phosphate:acyl-[acyl carrier protein] acyltransferase activity [GO:0043811]	fatty acid biosynthetic process [GO:0006633]; phospholipid biosynthetic process [GO:0008654]	cytoplasm [GO:0005737]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00019}. Note=Associated with the membrane possibly through PlsY. {ECO:0000255|HAMAP-Rule:MF_00019}.	PATHWAY: Lipid metabolism; phospholipid metabolism. {ECO:0000255|HAMAP-Rule:MF_00019}.	NA	SUBUNIT: Homodimer. Probably interacts with PlsY. {ECO:0000255|HAMAP-Rule:MF_00019}.	2.3.1.274	348	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_458	lowco2_8	-0.02328975527003065	0.41743340207795854	-0.055792744792572034	9	0.9567258789364486	0.9829623332997176	NA	0.01041666666666663	0.010416666666666666	P73950	no	slr1510	plsX	NA	Phosphate acyltransferase (EC 2.3.1.274) (Acyl-ACP phosphotransacylase) (Acyl-[acyl-carrier-protein]--phosphate acyltransferase) (Phosphate-acyl-ACP acyltransferase)	FUNCTION: Catalyzes the reversible formation of acyl-phosphate (acyl-PO(4)) from acyl-[acyl-carrier-protein] (acyl-ACP). This enzyme utilizes acyl-ACP as fatty acyl donor, but not acyl-CoA. {ECO:0000255|HAMAP-Rule:MF_00019}.	CATALYTIC ACTIVITY: Reaction=a fatty acyl-[ACP] + phosphate = an acyl phosphate + holo-[ACP]; Xref=Rhea:RHEA:42292, Rhea:RHEA-COMP:9685, Rhea:RHEA-COMP:14125, ChEBI:CHEBI:43474, ChEBI:CHEBI:59918, ChEBI:CHEBI:64479, ChEBI:CHEBI:138651; EC=2.3.1.274; Evidence={ECO:0000255|HAMAP-Rule:MF_00019};	cytoplasm [GO:0005737]; phosphate:acyl-[acyl carrier protein] acyltransferase activity [GO:0043811]; fatty acid biosynthetic process [GO:0006633]; phospholipid biosynthetic process [GO:0008654]	phosphate:acyl-[acyl carrier protein] acyltransferase activity [GO:0043811]	fatty acid biosynthetic process [GO:0006633]; phospholipid biosynthetic process [GO:0008654]	cytoplasm [GO:0005737]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00019}. Note=Associated with the membrane possibly through PlsY. {ECO:0000255|HAMAP-Rule:MF_00019}.	PATHWAY: Lipid metabolism; phospholipid metabolism. {ECO:0000255|HAMAP-Rule:MF_00019}.	NA	SUBUNIT: Homodimer. Probably interacts with PlsY. {ECO:0000255|HAMAP-Rule:MF_00019}.	2.3.1.274	348	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_459	lowco2_4	0.758589808661881	0.29933081067940204	2.5342857520750437	9	0.03200948964343686	0.0920157736890914	NA	0.1428571428571429	0.14285714285714285	P73951	no	slr1511	fabH	NA	3-oxoacyl-[acyl-carrier-protein] synthase 3 (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase III) (Beta-ketoacyl-ACP synthase III) (KAS III)	FUNCTION: Catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP. Catalyzes the first condensation reaction which initiates fatty acid synthesis and may therefore play a role in governing the total rate of fatty acid production. Possesses both acetoacetyl-ACP synthase and acetyl transacylase activities. Its substrate specificity determines the biosynthesis of branched-chain and/or straight-chain of fatty acids. {ECO:0000255|HAMAP-Rule:MF_01815}.	CATALYTIC ACTIVITY: Reaction=acetyl-CoA + H(+) + malonyl-[ACP] = 3-oxobutanoyl-[ACP] + CO2 + CoA; Xref=Rhea:RHEA:12080, Rhea:RHEA-COMP:9623, Rhea:RHEA-COMP:9625, ChEBI:CHEBI:15378, ChEBI:CHEBI:16526, ChEBI:CHEBI:57287, ChEBI:CHEBI:57288, ChEBI:CHEBI:78449, ChEBI:CHEBI:78450; EC=2.3.1.180; Evidence={ECO:0000255|HAMAP-Rule:MF_01815};	cytoplasm [GO:0005737]; 3-oxoacyl-[acyl-carrier-protein] synthase activity [GO:0004315]; beta-ketoacyl-acyl-carrier-protein synthase III activity [GO:0033818]; fatty acid biosynthetic process [GO:0006633]	3-oxoacyl-[acyl-carrier-protein] synthase activity [GO:0004315]; beta-ketoacyl-acyl-carrier-protein synthase III activity [GO:0033818]	fatty acid biosynthetic process [GO:0006633]	cytoplasm [GO:0005737]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_01815}.	PATHWAY: Lipid metabolism; fatty acid biosynthesis. {ECO:0000255|HAMAP-Rule:MF_01815}.	NA	SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_01815}.	2.3.1.180	330	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Unsign
